AT1G60900.1,"U2 snRNP auxilliary factor, large subunit, splicing factor"
AT5G51570.1,SPFH/Band 7/PHB domain-containing membrane-associated protein family
AT4G01995.1,unknown protein;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G64680.1);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).
AT3G06400.1;AT3G06400.2;AT3G06400.3,chromatin-remodeling protein 11
ATCG00680.1,photosystem II reaction center protein B
AT4G35770.1;AT4G35770.2;AT4G35770.3,Rhodanese/Cell cycle control phosphatase superfamily protein
AT5G20830.1;AT5G20830.2,sucrose synthase 1
AT4G11220.1,VIRB2-interacting protein 2
AT5G28740.1,Tetratricopeptide repeat (TPR)-like superfamily protein
AT5G60590.2,DHBP synthase RibB-like alpha/beta domain
AT3G10020.1;AT3G10020.2,"unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: response to oxidative stress, anaerobic respiration;LOCATED IN: cellular_component unknown;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 13 growth stages;Has 47 Blast hits to 47 proteins in 12 species: Archae - 0;Bacteria - 0;Metazoa - 1;Fungi - 0;Plants - 46;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: response to oxidative stress, anaerobic respiration;LOCATED IN: cellular_component unknown;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 13 growth stages;Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink)."
AT5G63800.1,Glycosyl hydrolase family 35 protein
AT2G43780.1;AT2G43780.2,unknown protein;Has 30 Blast hits to 30 proteins in 11 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 30;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: mitochondrion;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 13 growth stages;Has 30 Blast hits to 30 proteins in 11 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 30;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).
AT2G29080.1,FTSH protease 3
AT3G28940.1,AIG2-like (avirulence induced gene) family protein
AT3G11820.1,syntaxin of plants 121
AT4G33420.1,Peroxidase superfamily protein
AT1G78670.1,gamma-glutamyl hydrolase 3
AT4G37550.1;AT4G37550.2;AT4G37550.3,Acetamidase/Formamidase family protein
AT1G03100.1,Pentatricopeptide repeat (PPR) superfamily protein
AT4G26970.1,aconitase 2
AT3G26420.1,RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain
AT4G39940.1,APS-kinase 2
AT2G47710.1,Adenine nucleotide alpha hydrolases-like superfamily protein
AT5G47640.1,"nuclear factor Y, subunit B2"
AT5G48790.1,Domain of unknown function (DUF1995)
AT2G45820.1,Remorin family protein
AT1G72910.1,Toll-Interleukin-Resistance (TIR) domain-containing protein
AT4G29400.1,Protein of unknown function (DUF3531)
AT2G31725.1,Eukaryotic protein of unknown function (DUF842)
AT1G55160.1;AT1G55160.2;AT1G55160.3,"unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: mitochondrion, plastid;EXPRESSED IN: 24 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G19530.1);Has 63 Blast hits to 63 proteins in 14 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 63;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: mitochondrion, plastid;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G19530.1);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: mitochondrion, plastid;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G19530.1);Has 63 Blast hits to 63 proteins in 14 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 63;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink)."
AT1G30540.1,Actin-like ATPase superfamily protein
AT1G07170.1;AT1G07170.2;AT1G07170.3;AT2G30000.1,PHF5-like protein
AT4G22310.1,Uncharacterised protein family (UPF0041)
AT5G15870.1,glycosyl hydrolase family 81 protein
AT5G20230.1,blue-copper-binding protein
AT5G25260.1,SPFH/Band 7/PHB domain-containing membrane-associated protein family
AT3G20320.1,trigalactosyldiacylglycerol2
AT3G45180.1;AT5G42300.1,Ubiquitin-like superfamily protein;ubiquitin-like protein 5
AT5G37360.1,"unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast thylakoid membrane, chloroplast;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 13 growth stages;Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0;Bacteria - 0;Metazoa - 736;Fungi - 347;Plants - 385;Viruses - 0;Other Eukaryotes - 339 (source: NCBI BLink)."
AT1G02360.1,Chitinase family protein
AT1G78270.1,UDP-glucosyl transferase 85A4
AT4G25900.1,Galactose mutarotase-like superfamily protein
AT3G24350.1;AT3G24350.2,syntaxin of plants  32
AT1G15790.1;AT1G15790.2,unknown protein;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G15780.1);Has 170 Blast hits to 94 proteins in 14 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 170;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).;unknown protein;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G15780.1);Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798;Bacteria - 22429;Metazoa - 974;Fungi - 991;Plants - 531;Viruses - 0;Other Eukaryotes - 9610 (source: NCBI BLink).
AT5G26210.1,alfin-like 4
AT1G16460.1;AT1G16460.2;AT1G16460.3;AT1G16460.4,rhodanese homologue 2
AT2G21530.1,SMAD/FHA domain-containing protein
ATCG00580.1,photosystem II reaction center protein E
AT4G12900.1,Gamma interferon responsive lysosomal thiol (GILT) reductase family protein
AT2G39810.1,ubiquitin-protein ligases
AT5G53160.2,regulatory components of ABA receptor 3
AT1G20160.1;AT1G20160.2,Subtilisin-like serine endopeptidase family protein
AT1G36310.1;AT1G36310.2,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT4G22690.1;AT4G22710.1,"cytochrome P450, family 706, subfamily A, polypeptide 1;cytochrome P450, family 706, subfamily A, polypeptide 2"
AT2G32810.1;AT2G32810.2,beta galactosidase 9
AT4G26630.1;AT4G26630.2,DEK domain-containing chromatin associated protein
AT3G45600.1,tetraspanin3
AT1G11310.1;AT1G11310.2,Seven transmembrane MLO family protein
AT4G20830.1;AT4G20830.2,FAD-binding Berberine family protein
AT4G37560.1,Acetamidase/Formamidase family protein
AT1G01290.1;AT1G01290.2,cofactor of nitrate reductase and xanthine dehydrogenase 3
AT5G61510.1,GroES-like zinc-binding alcohol dehydrogenase family protein
AT1G04280.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT5G15970.1,stress-responsive protein (KIN2) / stress-induced protein (KIN2) / cold-responsive protein (COR6.6) / cold-regulated protein (COR6.6)
AT4G10760.1,mRNAadenosine methylase
AT2G30870.1,glutathione S-transferase PHI 10
AT1G23740.1,"Oxidoreductase, zinc-binding dehydrogenase family protein"
AT1G67750.1,Pectate lyase family protein
AT5G52120.1,phloem protein 2-A14
AT3G47800.1,Galactose mutarotase-like superfamily protein
AT4G16500.1,Cystatin/monellin superfamily protein
AT4G12970.1,stomagen
AT1G77420.1,alpha/beta-Hydrolases superfamily protein
AT4G31170.1;AT4G31170.2;AT4G31170.3;AT4G31170.4,Protein kinase superfamily protein
AT2G34430.1,light-harvesting chlorophyll-protein complex II subunit B1
AT2G41100.1;AT2G41100.4,Calcium-binding EF hand family protein
AT4G18593.1,dual specificity protein phosphatase-related
AT3G06950.1,Pseudouridine synthase family protein
AT4G11060.1,mitochondrially targeted single-stranded DNA binding protein
AT4G12800.1,photosystem I subunit l
AT2G38860.1;AT2G38860.2,Class I glutamine amidotransferase-like superfamily protein
AT1G30825.1,"Arp2/3 complex, 34 kD subunit p34-Arc"
AT1G64750.1;AT1G64750.2;AT1G64750.3,deletion of SUV3 suppressor 1(I)
AT5G45510.1;AT5G45510.2,Leucine-rich repeat (LRR) family protein
AT3G22190.1;AT3G22190.2,IQ-domain 5
AT5G54940.1;AT5G54940.2,Translation initiation factor SUI1 family protein
AT4G36440.1,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: endomembrane system;EXPRESSED IN: 24 plant structures;EXPRESSED DURING: 15 growth stages;Has 41 Blast hits to 41 proteins in 14 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 41;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).
AT1G17745.1;AT1G17745.2,D-3-phosphoglycerate dehydrogenase
AT2G23370.1,unknown protein;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G34090.1);Has 73 Blast hits to 73 proteins in 21 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 65;Viruses - 0;Other Eukaryotes - 8 (source: NCBI BLink).
AT5G41740.1;AT5G41740.2,Disease resistance protein (TIR-NBS-LRR class) family
AT1G59870.1,ABC-2 and Plant PDR ABC-type transporter family protein
AT2G32080.2,purin-rich alpha 1
AT5G62190.1,DEAD box RNA helicase (PRH75)
AT5G67500.1;AT5G67500.2,voltage dependent anion channel 2
AT3G44880.1,Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain
AT2G42975.1,"unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast thylakoid membrane, chloroplast;Has 32 Blast hits to 32 proteins in 16 species: Archae - 0;Bacteria - 0;Metazoa - 2;Fungi - 2;Plants - 28;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink)."
AT5G45750.1,RAB GTPase homolog A1C
AT2G36830.1,gamma tonoplast intrinsic protein
AT5G11560.1,catalytics
AT2G05520.1,glycine-rich protein 3
ATCG00730.1,photosynthetic electron transfer D
AT2G35810.1,unknown protein;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G35830.2);Has 153 Blast hits to 153 proteins in 52 species: Archae - 0;Bacteria - 62;Metazoa - 0;Fungi - 0;Plants - 82;Viruses - 0;Other Eukaryotes - 9 (source: NCBI BLink).
AT5G02560.1;AT5G02560.2,histone H2A 12
AT2G38170.1;AT2G38170.2;AT2G38170.3,cation exchanger 1
AT1G64510.1,Translation elongation  factor EF1B/ribosomal protein S6 family protein
AT1G32130.1;AT1G32130.2,Transcription elongation factor (TFIIS) family protein
AT3G53890.1;AT3G53890.2,Ribosomal protein S21e
AT3G59380.1,farnesyltransferase A
AT1G09740.1,Adenine nucleotide alpha hydrolases-like superfamily protein
AT3G57260.1,"beta-1,3-glucanase 2"
AT2G27730.1,copper ion binding
AT2G31410.1,unknown protein;Has 1719 Blast hits to 1091 proteins in 184 species: Archae - 5;Bacteria - 24;Metazoa - 559;Fungi - 169;Plants - 192;Viruses - 1;Other Eukaryotes - 769 (source: NCBI BLink).
AT4G00520.2;AT4G00520.3,Acyl-CoA thioesterase family protein
AT4G12400.2,"stress-inducible protein, putative"
AT4G00026.1,"FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: cultured cell;CONTAINS InterPro DOMAIN/s: Mitochondrial inner membrane translocase complex, subunit Tim21 (InterPro:IPR013261);Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798;Bacteria - 22429;Metazoa - 974;Fungi - 991;Plants - 531;Viruses - 0;Other Eukaryotes - 9610 (source: NCBI BLink)."
AT4G32150.1,vesicle-associated membrane protein 711
AT5G40450.1,"unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast, plasma membrane;EXPRESSED IN: 24 plant structures;EXPRESSED DURING: 13 growth stages;Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink)."
AT2G28100.1,alpha-L-fucosidase 1
AT4G38600.1,HEAT repeat;HECT-domain (ubiquitin-transferase)
AT5G08400.1;AT5G08400.2,Protein of unknown function (DUF3531)
AT3G51660.1,Tautomerase/MIF superfamily protein
AT5G11670.1,NADP-malic enzyme 2
AT1G08720.1,Protein kinase superfamily protein
AT5G64830.1,programmed cell death 2 C-terminal domain-containing protein
ATCG00710.1,photosystem II reaction center protein H
AT1G79470.1,Aldolase-type TIM barrel family protein
AT3G09980.1,Family of unknown function (DUF662)
AT3G55520.1,FKBP-like peptidyl-prolyl cis-trans isomerase family protein
AT3G16940.1,calmodulin binding;transcription regulators
AT2G37540.1,NAD(P)-binding Rossmann-fold superfamily protein
AT1G59760.1,"RNA helicase, ATP-dependent, SK12/DOB1 protein"
AT3G04560.1,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 16 growth stages;Has 227 Blast hits to 225 proteins in 83 species: Archae - 0;Bacteria - 17;Metazoa - 98;Fungi - 29;Plants - 51;Viruses - 1;Other Eukaryotes - 31 (source: NCBI BLink).
AT3G05760.1,C2H2 and C2HC zinc fingers superfamily protein
AT4G30550.1,Class I glutamine amidotransferase-like superfamily protein
AT1G79560.1,FTSH protease 12
AT2G33430.1,differentiation and greening-like 1
AT1G30360.1,Early-responsive to dehydration stress protein (ERD4)
AT3G13750.1,beta galactosidase 1
AT2G20990.1;AT2G20990.2,synaptotagmin A
AT4G03280.1;AT4G03280.2,photosynthetic electron transfer C
AT4G28590.1,FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: 21 plant structures;EXPRESSED DURING: 10 growth stages;BEST Arabidopsis thaliana protein match is: Thioredoxin superfamily protein (TAIR:AT2G31840.1);Has 114 Blast hits to 112 proteins in 39 species: Archae - 2;Bacteria - 0;Metazoa - 17;Fungi - 6;Plants - 67;Viruses - 0;Other Eukaryotes - 22 (source: NCBI BLink).
AT1G03360.1,ribosomal RNA processing 4
AT5G11700.1;AT5G11700.2,LOCATED IN: vacuole;EXPRESSED IN: 24 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: glycine-rich protein (TAIR:AT4G32920.3);Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0;Bacteria - 0;Metazoa - 736;Fungi - 347;Plants - 385;Viruses - 0;Other Eukaryotes - 339 (source: NCBI BLink).;BEST Arabidopsis thaliana protein match is: glycine-rich protein (TAIR:AT4G32920.3);Has 8203 Blast hits to 3102 proteins in 389 species: Archae - 3;Bacteria - 5624;Metazoa - 852;Fungi - 139;Plants - 704;Viruses - 77;Other Eukaryotes - 804 (source: NCBI BLink).
AT2G47400.1,CP12 domain-containing protein 1
AT1G24340.1,FAD/NAD(P)-binding oxidoreductase family protein
AT3G52730.1,ubiquinol-cytochrome C reductase UQCRX/QCR9-like family protein
AT5G14710.1,CONTAINS InterPro DOMAIN/s: Proteasome assembly chaperone 3 (InterPro:IPR018788);Has 120 Blast hits to 120 proteins in 47 species: Archae - 0;Bacteria - 0;Metazoa - 62;Fungi - 2;Plants - 49;Viruses - 0;Other Eukaryotes - 7 (source: NCBI BLink).
AT1G11545.1,xyloglucan endotransglucosylase/hydrolase 8
AT1G70810.1,Calcium-dependent lipid-binding (CaLB domain) family protein
AT4G38550.1,Arabidopsis phospholipase-like protein (PEARLI 4) family
AT4G25100.1;AT4G25100.2;AT4G25100.3;AT4G25100.5,Fe superoxide dismutase 1
AT1G56120.1,Leucine-rich repeat transmembrane protein kinase
AT3G61260.1,Remorin family protein
AT2G37710.1,receptor lectin kinase
AT4G20260.1;AT4G20260.2;AT4G20260.3;AT4G20260.4,plasma-membrane associated cation-binding protein 1
AT1G60740.1;AT1G65970.1,Thioredoxin superfamily protein;thioredoxin-dependent peroxidase 2
AT5G18470.1,Curculin-like (mannose-binding) lectin family protein
AT5G43810.1;AT5G43810.2,Stabilizer of iron transporter SufD / Polynucleotidyl transferase
AT4G27680.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G44860.1,farnesoic acid carboxyl-O-methyltransferase
AT5G47710.1;AT5G47710.2,Calcium-dependent lipid-binding (CaLB domain) family protein
AT3G16140.1,photosystem I subunit H-1
AT4G34138.1,UDP-glucosyl transferase 73B1
AT1G48570.1,zinc finger (Ran-binding) family protein
AT1G13280.1,allene oxide cyclase 4
AT1G65900.1,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: endomembrane system;EXPRESSED IN: 21 plant structures;EXPRESSED DURING: 13 growth stages;Has 306 Blast hits to 306 proteins in 119 species: Archae - 19;Bacteria - 238;Metazoa - 0;Fungi - 0;Plants - 34;Viruses - 0;Other Eukaryotes - 15 (source: NCBI BLink).
AT1G12910.1,Transducin/WD40 repeat-like superfamily protein
AT5G63810.1,beta-galactosidase 10
AT4G36210.3,Protein of unknown function (DUF726)
AT5G45040.1,Cytochrome c
AT4G11410.1,NAD(P)-binding Rossmann-fold superfamily protein
AT4G01610.1;AT4G01610.2,Cysteine proteinases superfamily protein
AT4G15545.1,unknown protein;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G16520.1);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).
AT3G12000.1,"S-locus related protein SLR1, putative (S1)"
AT1G22860.1,Vacuolar sorting protein 39
AT2G46720.1;AT3G10280.1,3-ketoacyl-CoA synthase 13;3-ketoacyl-CoA synthase 14
AT1G51500.1;AT3G21090.1,ABC-2 type transporter family protein
AT5G22500.1,fatty acid reductase 1
AT1G51660.1,mitogen-activated protein kinase kinase 4
AT2G46310.1,cytokinin response factor 5
AT1G32070.1;AT1G32070.2;AT1G32070.3,nuclear shuttle interacting
AT1G11580.1,methylesterase PCR A
AT1G31170.1;AT1G31170.2;AT1G31170.3;AT1G31170.4,sulfiredoxin
AT3G12400.1,Ubiquitin-conjugating enzyme/RWD-like protein
AT3G21240.1,4-coumarate:CoA ligase 2
AT3G24180.1;AT3G24180.2,"Beta-glucosidase, GBA2 type family protein;Beta-glucosidase, GBA2 type family protein"
AT1G15120.1,Ubiquinol-cytochrome C reductase hinge protein
AT4G15410.1,serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime gamma
AT1G21270.1,wall-associated kinase 2
AT3G03320.1,RNA-binding ASCH domain protein
AT2G38570.1,CONTAINS InterPro DOMAIN/s: PRC-barrel-like (InterPro:IPR011033);Has 300 Blast hits to 300 proteins in 81 species: Archae - 0;Bacteria - 135;Metazoa - 0;Fungi - 0;Plants - 37;Viruses - 0;Other Eukaryotes - 128 (source: NCBI BLink).
AT1G74100.1,sulfotransferase 16
AT5G44650.1,Encodes a chloroplast protein that induces tolerance to multiple environmental stresses and reduces photooxidative damage.
